"","drug","model.id","response_type","value"
"17003","LEE011","X.3224.LE11","slope","88.1725"
"17004","LEE011","X.3224.LE11","AUC","734.1929"
"17005","LEE011","X.3224.LE11","survival","21.0000"
"17006","LJC049","X.3224.LJ49","mRECIST","SD"
"17007","LJC049","X.3224.LJ49","best.average.response","-7.4032"
"17008","LJC049","X.3224.LJ49","slope","84.0224"
"17009","LJC049","X.3224.LJ49","AUC","314.8333"
"17010","LJC049","X.3224.LJ49","survival","30.0000"
"17011","LKA136","X.3224.LK36","mRECIST","PD"
"17012","LKA136","X.3224.LK36","best.average.response","79.3897"
"17013","LKA136","X.3224.LK36","slope","88.1788"
"17014","LKA136","X.3224.LK36","AUC","538.2024"
"17015","LKA136","X.3224.LK36","survival","21.0000"
"17016","untreated","X.3224.uned","mRECIST","SD"
"17017","untreated","X.3224.uned","best.average.response","-14.9520"
"17018","untreated","X.3224.uned","slope","44.1590"
"17019","untreated","X.3224.uned","AUC","213.3904"
"17020","untreated","X.3224.uned","survival","110.0000"
"17021","BGJ398","X.3237.BG98","mRECIST","PD"
"17022","BGJ398","X.3237.BG98","best.average.response","15.6711"
"17023","BGJ398","X.3237.BG98","slope","87.6886"
"17024","BGJ398","X.3237.BG98","AUC","499.1037"
"17025","BGJ398","X.3237.BG98","survival","27.0000"
"17026","binimetinib","X.3237.biib","mRECIST","PR"
"17027","binimetinib","X.3237.biib","best.average.response","-36.6366"
"17028","binimetinib","X.3237.biib","slope","64.6228"
"17029","binimetinib","X.3237.biib","AUC","243.5847"
"17030","binimetinib","X.3237.biib","survival","49.0000"
"17031","BKM120","X.3237.BK20","mRECIST","SD"
"17032","BKM120","X.3237.BK20","best.average.response","-2.9934"
"17033","BKM120","X.3237.BK20","slope","85.4471"
"17034","BKM120","X.3237.BK20","AUC","355.8542"
"17035","BKM120","X.3237.BK20","survival","24.0000"
"17036","BKM120 + binimetinib","X.3237.BK20.biib","mRECIST","SD"
"17037","BKM120 + binimetinib","X.3237.BK20.biib","best.average.response","-25.4754"
"17038","BKM120 + binimetinib","X.3237.BK20.biib","slope","72.1750"
"17039","BKM120 + binimetinib","X.3237.BK20.biib","AUC","272.4067"
"17040","BKM120 + binimetinib","X.3237.BK20.biib","survival","78.0000"
"17041","BYL719","X.3237.BY19","mRECIST","SD"
"17042","BYL719","X.3237.BY19","best.average.response","-17.9004"
"17043","BYL719","X.3237.BY19","slope","78.2507"
"17044","BYL719","X.3237.BY19","AUC","287.8577"
"17045","BYL719","X.3237.BY19","survival","52.0000"
"17046","BYL719 + LGH447","X.3237.BY19.LG47","mRECIST","SD"
"17047","BYL719 + LGH447","X.3237.BY19.LG47","best.average.response","-14.9059"
"17048","BYL719 + LGH447","X.3237.BY19.LG47","slope","78.0424"
"17049","BYL719 + LGH447","X.3237.BY19.LG47","AUC","291.9872"
"17050","BYL719 + LGH447","X.3237.BY19.LG47","survival","47.0000"
"17051","BYL719 + LJM716","X.3237.BY19.LJ16","mRECIST","PD"
"17052","BYL719 + LJM716","X.3237.BY19.LJ16","best.average.response","20.7951"
"17053","BYL719 + LJM716","X.3237.BY19.LJ16","slope","87.0854"
"17054","BYL719 + LJM716","X.3237.BY19.LJ16","AUC","407.6146"
"17055","BYL719 + LJM716","X.3237.BY19.LJ16","survival","24.0000"
"17056","cetuximab","X.3237.ceab","mRECIST","PD"
"17057","cetuximab","X.3237.ceab","best.average.response","20.2907"
"17058","cetuximab","X.3237.ceab","slope","86.1011"
"17059","cetuximab","X.3237.ceab","AUC","345.7833"
"17060","cetuximab","X.3237.ceab","survival","30.0000"
"17061","CGM097","X.3237.CG97","mRECIST","PD"
"17062","CGM097","X.3237.CG97","best.average.response","93.3001"
"17063","CGM097","X.3237.CG97","slope","88.6157"
"17064","CGM097","X.3237.CG97","AUC","438.5714"
"17065","CGM097","X.3237.CG97","survival","14.0000"
"17066","CKX620","X.3237.CK20","mRECIST","SD"
"17067","CKX620","X.3237.CK20","best.average.response","-20.8562"
"17068","CKX620","X.3237.CK20","slope","77.5378"
"17069","CKX620","X.3237.CK20","AUC","364.5095"
"17070","CKX620","X.3237.CK20","survival","61.0000"
"17071","CLR457","X.3237.CL57","mRECIST","SD"
"17072","CLR457","X.3237.CL57","best.average.response","4.4701"
"17073","CLR457","X.3237.CL57","slope","86.4781"
"17074","CLR457","X.3237.CL57","AUC","407.8032"
"17075","CLR457","X.3237.CL57","survival","31.0000"
"17076","erlotinib","X.3237.erib","mRECIST","SD"
"17077","erlotinib","X.3237.erib","best.average.response","8.0936"
"17078","erlotinib","X.3237.erib","slope","83.9126"
"17079","erlotinib","X.3237.erib","AUC","422.3759"
"17080","erlotinib","X.3237.erib","survival","54.0000"
"17081","HDM201","X.3237.HD01","mRECIST","PD"
"17082","HDM201","X.3237.HD01","best.average.response","13.6082"
"17083","HDM201","X.3237.HD01","slope","85.6789"
"17084","HDM201","X.3237.HD01","AUC","411.2113"
"17085","HDM201","X.3237.HD01","survival","31.0000"
"17086","HSP990","X.3237.HS90","mRECIST","SD"
"17087","HSP990","X.3237.HS90","best.average.response","-19.1030"
"17088","HSP990","X.3237.HS90","slope","80.0914"
"17089","HSP990","X.3237.HS90","AUC","267.4635"
"17090","HSP990","X.3237.HS90","survival","26.0000"
"17091","INC280","X.3237.IN80","mRECIST","PD"
"17092","INC280","X.3237.IN80","best.average.response","55.0179"
"17093","INC280","X.3237.IN80","slope","88.0579"
"17094","INC280","X.3237.IN80","AUC","405.0312"
"17095","INC280","X.3237.IN80","survival","16.0000"
"17096","LCL161 + paclitaxel","X.3237.LC61.pael","mRECIST","SD"
"17097","LCL161 + paclitaxel","X.3237.LC61.pael","best.average.response","-3.9577"
"17098","LCL161 + paclitaxel","X.3237.LC61.pael","slope","81.1556"
"17099","LCL161 + paclitaxel","X.3237.LC61.pael","AUC","320.7557"
"17100","LCL161 + paclitaxel","X.3237.LC61.pael","survival","53.0000"
"17101","LEE011","X.3237.LE11","mRECIST","SD"
"17102","LEE011","X.3237.LE11","best.average.response","5.0292"
"17103","LEE011","X.3237.LE11","slope","85.3916"
"17104","LEE011","X.3237.LE11","AUC","425.8257"
"17105","LEE011","X.3237.LE11","survival","37.0000"
"17106","LFW527 + binimetinib","X.3237.LF27.biib","mRECIST","SD"
"17107","LFW527 + binimetinib","X.3237.LF27.biib","best.average.response","-36.6523"
"17108","LFW527 + binimetinib","X.3237.LF27.biib","slope","78.6025"
"17109","LFW527 + binimetinib","X.3237.LF27.biib","AUC","338.1545"
"17110","LFW527 + binimetinib","X.3237.LF27.biib","survival","61.0000"
"17111","LGH447","X.3237.LG47","mRECIST","PD"
"17112","LGH447","X.3237.LG47","best.average.response","9.2311"
"17113","LGH447","X.3237.LG47","slope","87.6845"
"17114","LGH447","X.3237.LG47","AUC","435.8667"
"17115","LGH447","X.3237.LG47","survival","24.0000"
"17116","LLM871","X.3237.LL71","mRECIST","SD"
"17117","LLM871","X.3237.LL71","best.average.response","-1.5443"
"17118","LLM871","X.3237.LL71","slope","85.1855"
"17119","LLM871","X.3237.LL71","AUC","318.1742"
"17120","LLM871","X.3237.LL71","survival","33.0000"
"17121","paclitaxel","X.3237.pael","mRECIST","PD"
"17122","paclitaxel","X.3237.pael","best.average.response","27.8964"
"17123","paclitaxel","X.3237.pael","slope","86.9238"
"17124","paclitaxel","X.3237.pael","AUC","433.1630"
"17125","paclitaxel","X.3237.pael","survival","27.0000"
"17126","untreated","X.3237.uned","mRECIST",NA
"17127","untreated","X.3237.uned","best.average.response","NA"
"17128","untreated","X.3237.uned","slope","89.0470"
"17129","untreated","X.3237.uned","AUC","470.8278"
"17130","untreated","X.3237.uned","survival","9.0000"
"17131","5FU","X.3267.5FFU","mRECIST","SD"
"17132","5FU","X.3267.5FFU","best.average.response","-7.7472"
"17133","5FU","X.3267.5FFU","slope","-34.4889"
"17134","5FU","X.3267.5FFU","AUC","191.3763"
"17135","5FU","X.3267.5FFU","survival","89.0000"
"17136","binimetinib","X.3267.biib","mRECIST","SD"
"17137","binimetinib","X.3267.biib","best.average.response","-5.5024"
"17138","binimetinib","X.3267.biib","slope","-31.0056"
"17139","binimetinib","X.3267.biib","AUC","208.1798"
"17140","binimetinib","X.3267.biib","survival","89.0000"
"17141","BKM120","X.3267.BK20","mRECIST","SD"
"17142","BKM120","X.3267.BK20","best.average.response","-0.6488"
"17143","BKM120","X.3267.BK20","slope","64.0731"
"17144","BKM120","X.3267.BK20","AUC","281.5702"
"17145","BKM120","X.3267.BK20","survival","89.0000"
"17146","BKM120 + LJC049","X.3267.BK20.LJ49","mRECIST","SD"
"17147","BKM120 + LJC049","X.3267.BK20.LJ49","best.average.response","-3.6038"
"17148","BKM120 + LJC049","X.3267.BK20.LJ49","slope","67.6969"
"17149","BKM120 + LJC049","X.3267.BK20.LJ49","AUC","250.0842"
"17150","BKM120 + LJC049","X.3267.BK20.LJ49","survival","38.0000"
"17151","BYL719","X.3267.BY19","mRECIST","SD"
"17152","BYL719","X.3267.BY19","best.average.response","2.5123"
"17153","BYL719","X.3267.BY19","slope","38.1932"
"17154","BYL719","X.3267.BY19","AUC","227.2669"
"17155","BYL719","X.3267.BY19","survival","87.0000"
"17156","BYL719 + binimetinib","X.3267.BY19.biib","mRECIST","PR"
"17157","BYL719 + binimetinib","X.3267.BY19.biib","best.average.response","-23.5656"
"17158","BYL719 + binimetinib","X.3267.BY19.biib","slope","-59.7885"
"17159","BYL719 + binimetinib","X.3267.BY19.biib","AUC","162.6535"
"17160","BYL719 + binimetinib","X.3267.BY19.biib","survival","90.0000"
"17161","BYL719 + cetuximab","X.3267.BY19.ceab","mRECIST","SD"
"17162","BYL719 + cetuximab","X.3267.BY19.ceab","best.average.response","-2.7181"
"17163","BYL719 + cetuximab","X.3267.BY19.ceab","slope","29.1359"
"17164","BYL719 + cetuximab","X.3267.BY19.ceab","AUC","238.5992"
"17165","BYL719 + cetuximab","X.3267.BY19.ceab","survival","83.0000"
"17166","BYL719 + cetuximab + encorafenib","X.3267.BY19.ceab.enib","mRECIST","SD"
"17167","BYL719 + cetuximab + encorafenib","X.3267.BY19.ceab.enib","best.average.response","-5.3434"
"17168","BYL719 + cetuximab + encorafenib","X.3267.BY19.ceab.enib","slope","71.4064"
"17169","BYL719 + cetuximab + encorafenib","X.3267.BY19.ceab.enib","AUC","277.1229"
"17170","BYL719 + cetuximab + encorafenib","X.3267.BY19.ceab.enib","survival","77.0000"
"17171","BYL719 + encorafenib","X.3267.BY19.enib","mRECIST","SD"
"17172","BYL719 + encorafenib","X.3267.BY19.enib","best.average.response","4.7429"
"17173","BYL719 + encorafenib","X.3267.BY19.enib","slope","78.2750"
"17174","BYL719 + encorafenib","X.3267.BY19.enib","AUC","363.9229"
"17175","BYL719 + encorafenib","X.3267.BY19.enib","survival","83.0000"
"17176","BYL719 + LJM716","X.3267.BY19.LJ16","mRECIST","SD"
"17177","BYL719 + LJM716","X.3267.BY19.LJ16","best.average.response","0.1954"
"17178","BYL719 + LJM716","X.3267.BY19.LJ16","slope","49.1714"
"17179","BYL719 + LJM716","X.3267.BY19.LJ16","AUC","243.6085"
"17180","BYL719 + LJM716","X.3267.BY19.LJ16","survival","87.0000"
"17181","cetuximab","X.3267.ceab","mRECIST","SD"
"17182","cetuximab","X.3267.ceab","best.average.response","4.1988"
"17183","cetuximab","X.3267.ceab","slope","60.0643"
"17184","cetuximab","X.3267.ceab","AUC","283.8561"
"17185","cetuximab","X.3267.ceab","survival","89.0000"
"17186","cetuximab + encorafenib","X.3267.ceab.enib","mRECIST","SD"
"17187","cetuximab + encorafenib","X.3267.ceab.enib","best.average.response","5.6790"
"17188","cetuximab + encorafenib","X.3267.ceab.enib","slope","78.8919"
"17189","cetuximab + encorafenib","X.3267.ceab.enib","AUC","340.1492"
"17190","cetuximab + encorafenib","X.3267.ceab.enib","survival","80.0000"
"17191","CGM097","X.3267.CG97","mRECIST","SD"
"17192","CGM097","X.3267.CG97","best.average.response","7.5080"
"17193","CGM097","X.3267.CG97","slope","81.8841"
"17194","CGM097","X.3267.CG97","AUC","304.6593"
"17195","CGM097","X.3267.CG97","survival","27.0000"
"17196","CKX620","X.3267.CK20","mRECIST","SD"
"17197","CKX620","X.3267.CK20","best.average.response","-2.0581"
"17198","CKX620","X.3267.CK20","slope","-2.3357"
"17199","CKX620","X.3267.CK20","AUC","230.3551"
"17200","CKX620","X.3267.CK20","survival","59.0000"
"17201","CLR457","X.3267.CL57","mRECIST","SD"
"17202","CLR457","X.3267.CL57","best.average.response","2.9419"
"17203","CLR457","X.3267.CL57","slope","57.5547"
"17204","CLR457","X.3267.CL57","AUC","248.2941"
"17205","CLR457","X.3267.CL57","survival","87.0000"
"17206","encorafenib","X.3267.enib","mRECIST","SD"
"17207","encorafenib","X.3267.enib","best.average.response","-0.3104"
"17208","encorafenib","X.3267.enib","slope","82.7015"
"17209","encorafenib","X.3267.enib","AUC","355.5000"
"17210","encorafenib","X.3267.enib","survival","38.0000"
"17211","HDM201","X.3267.HD01","mRECIST","SD"
"17212","HDM201","X.3267.HD01","best.average.response","5.6101"
"17213","HDM201","X.3267.HD01","slope","71.9978"
"17214","HDM201","X.3267.HD01","AUC","288.6537"
"17215","HDM201","X.3267.HD01","survival","41.0000"
"17216","LEE011","X.3267.LE11","mRECIST","SD"
"17217","LEE011","X.3267.LE11","best.average.response","4.1719"
"17218","LEE011","X.3267.LE11","slope","79.3448"
"17219","LEE011","X.3267.LE11","AUC","367.4860"
"17220","LEE011","X.3267.LE11","survival","71.0000"
"17221","LJC049","X.3267.LJ49","mRECIST","SD"
"17222","LJC049","X.3267.LJ49","best.average.response","-0.9963"
"17223","LJC049","X.3267.LJ49","slope","81.5147"
"17224","LJC049","X.3267.LJ49","AUC","275.3771"
"17225","LJC049","X.3267.LJ49","survival","24.0000"
"17226","LKA136","X.3267.LK36","mRECIST","SD"
"17227","LKA136","X.3267.LK36","best.average.response","15.6265"
"17228","LKA136","X.3267.LK36","slope","80.9724"
"17229","LKA136","X.3267.LK36","AUC","310.2686"
"17230","LKA136","X.3267.LK36","survival","35.0000"
"17231","untreated","X.3267.uned","mRECIST","SD"
"17232","untreated","X.3267.uned","best.average.response","4.0096"
"17233","untreated","X.3267.uned","slope","74.2012"
"17234","untreated","X.3267.uned","AUC","372.9717"
"17235","untreated","X.3267.uned","survival","88.0000"
"17236","abraxane","X.3268.abne","mRECIST","PD"
"17237","abraxane","X.3268.abne","best.average.response","39.0859"
"17238","abraxane","X.3268.abne","slope","86.9379"
"17239","abraxane","X.3268.abne","AUC","440.6357"
"17240","abraxane","X.3268.abne","survival","28.0000"
"17241","binimetinib","X.3268.biib","mRECIST","PR"
"17242","binimetinib","X.3268.biib","best.average.response","-20.8559"
"17243","binimetinib","X.3268.biib","slope","-56.1950"
"17244","binimetinib","X.3268.biib","AUC","160.6389"
"17245","binimetinib","X.3268.biib","survival","89.0000"
"17246","binimetinib-3.5mpk","X.3268.bipk","mRECIST","SD"
"17247","binimetinib-3.5mpk","X.3268.bipk","best.average.response","-4.4502"
"17248","binimetinib-3.5mpk","X.3268.bipk","slope","12.0699"
"17249","binimetinib-3.5mpk","X.3268.bipk","AUC","237.9153"
"17250","binimetinib-3.5mpk","X.3268.bipk","survival","90.0000"
"17251","BKM120","X.3268.BK20","mRECIST","SD"
"17252","BKM120","X.3268.BK20","best.average.response","-7.1919"
"17253","BKM120","X.3268.BK20","slope","4.4657"
"17254","BKM120","X.3268.BK20","AUC","210.9050"
"17255","BKM120","X.3268.BK20","survival","115.0000"
"17256","BKM120 + binimetinib","X.3268.BK20.biib","mRECIST","SD"
"17257","BKM120 + binimetinib","X.3268.BK20.biib","best.average.response","5.8559"
"17258","BKM120 + binimetinib","X.3268.BK20.biib","slope","56.1366"
"17259","BKM120 + binimetinib","X.3268.BK20.biib","AUC","268.1802"
"17260","BKM120 + binimetinib","X.3268.BK20.biib","survival","96.0000"
"17261","BKM120 + LDE225","X.3268.BK20.LD25","mRECIST","PD"
"17262","BKM120 + LDE225","X.3268.BK20.LD25","best.average.response","40.3694"
"17263","BKM120 + LDE225","X.3268.BK20.LD25","slope","80.8205"
"17264","BKM120 + LDE225","X.3268.BK20.LD25","AUC","491.6642"
"17265","BKM120 + LDE225","X.3268.BK20.LD25","survival","84.0000"
"17266","BYL719","X.3268.BY19","mRECIST","SD"
"17267","BYL719","X.3268.BY19","best.average.response","-3.1090"
"17268","BYL719","X.3268.BY19","slope","54.2383"
"17269","BYL719","X.3268.BY19","AUC","243.9617"
"17270","BYL719","X.3268.BY19","survival","120.0000"
"17271","BYL719 + LJM716","X.3268.BY19.LJ16","mRECIST","SD"
"17272","BYL719 + LJM716","X.3268.BY19.LJ16","best.average.response","-8.8474"
"17273","BYL719 + LJM716","X.3268.BY19.LJ16","slope","21.2432"
"17274","BYL719 + LJM716","X.3268.BY19.LJ16","AUC","252.7053"
"17275","BYL719 + LJM716","X.3268.BY19.LJ16","survival","148.0000"
"17276","CLR457","X.3268.CL57","mRECIST","PD"
"17277","CLR457","X.3268.CL57","best.average.response","14.5018"
"17278","CLR457","X.3268.CL57","slope","80.2607"
"17279","CLR457","X.3268.CL57","AUC","406.3367"
"17280","CLR457","X.3268.CL57","survival","112.0000"
"17281","figitumumab","X.3268.fiab","mRECIST","PD"
"17282","figitumumab","X.3268.fiab","best.average.response","51.8909"
"17283","figitumumab","X.3268.fiab","slope","87.7211"
"17284","figitumumab","X.3268.fiab","AUC","413.9444"
"17285","figitumumab","X.3268.fiab","survival","18.0000"
"17286","figitumumab + binimetinib","X.3268.fiab.biib","mRECIST","SD"
"17287","figitumumab + binimetinib","X.3268.fiab.biib","best.average.response","1.9064"
"17288","figitumumab + binimetinib","X.3268.fiab.biib","slope","83.6333"
"17289","figitumumab + binimetinib","X.3268.fiab.biib","AUC","373.6806"
"17290","figitumumab + binimetinib","X.3268.fiab.biib","survival","36.0000"
"17291","gemcitabine-50mpk","X.3268.gepk","mRECIST","SD"
"17292","gemcitabine-50mpk","X.3268.gepk","best.average.response","21.5158"
"17293","gemcitabine-50mpk","X.3268.gepk","slope","83.4293"
"17294","gemcitabine-50mpk","X.3268.gepk","AUC","400.2096"
"17295","gemcitabine-50mpk","X.3268.gepk","survival","26.0000"
"17296","HDM201","X.3268.HD01","mRECIST","PD"
"17297","HDM201","X.3268.HD01","best.average.response","40.4280"
"17298","HDM201","X.3268.HD01","slope","87.1101"
"17299","HDM201","X.3268.HD01","AUC","723.5760"
"17300","HDM201","X.3268.HD01","survival","50.0000"
"17301","INC424","X.3268.IN24","mRECIST","PD"
"17302","INC424","X.3268.IN24","best.average.response","17.2395"
"17303","INC424","X.3268.IN24","slope","86.3107"
"17304","INC424","X.3268.IN24","AUC","505.6923"
"17305","INC424","X.3268.IN24","survival","39.0000"
"17306","INC424 + binimetinib","X.3268.IN24.biib","mRECIST","SD"
"17307","INC424 + binimetinib","X.3268.IN24.biib","best.average.response","13.3822"
"17308","INC424 + binimetinib","X.3268.IN24.biib","slope","46.0431"
"17309","INC424 + binimetinib","X.3268.IN24.biib","AUC","279.0148"
"17310","INC424 + binimetinib","X.3268.IN24.biib","survival","131.0000"
"17311","LEE011","X.3268.LE11","mRECIST","SD"
"17312","LEE011","X.3268.LE11","best.average.response","11.8022"
"17313","LEE011","X.3268.LE11","slope","71.5113"
"17314","LEE011","X.3268.LE11","AUC","296.0897"
"17315","LEE011","X.3268.LE11","survival","104.0000"
"17316","LKA136","X.3268.LK36","mRECIST","SD"
"17317","LKA136","X.3268.LK36","best.average.response","7.2364"
"17318","LKA136","X.3268.LK36","slope","81.9244"
"17319","LKA136","X.3268.LK36","AUC","448.2558"
"17320","LKA136","X.3268.LK36","survival","52.0000"
"17321","trametinib","X.3268.trib","mRECIST","SD"
"17322","trametinib","X.3268.trib","best.average.response","-10.3073"
"17323","trametinib","X.3268.trib","slope","56.3478"
"17324","trametinib","X.3268.trib","AUC","219.9567"
"17325","trametinib","X.3268.trib","survival","111.0000"
"17326","untreated","X.3268.uned","mRECIST","PD"
"17327","untreated","X.3268.uned","best.average.response","41.7307"
"17328","untreated","X.3268.uned","slope","86.6876"
"17329","untreated","X.3268.uned","AUC","599.8990"
