"model.id","tissue","tissue.name","patient.id","drug","tested"
"X.2082.HD01","X.2082.HD01","NSCLC","Non-small Cell Lung Carcinoma","X-2082","HDM201","TRUE"
"X.2082.HS90","X.2082.HS90","NSCLC","Non-small Cell Lung Carcinoma","X-2082","HSP990","TRUE"
"X.2082.IN80","X.2082.IN80","NSCLC","Non-small Cell Lung Carcinoma","X-2082","INC280","TRUE"
"X.2082.LC61.pael","X.2082.LC61.pael","NSCLC","Non-small Cell Lung Carcinoma","X-2082","LCL161 + paclitaxel","TRUE"
"X.2082.LE11","X.2082.LE11","NSCLC","Non-small Cell Lung Carcinoma","X-2082","LEE011","TRUE"
"X.2082.LF27.biib","X.2082.LF27.biib","NSCLC","Non-small Cell Lung Carcinoma","X-2082","LFW527 + binimetinib","TRUE"
"X.2082.LG47","X.2082.LG47","NSCLC","Non-small Cell Lung Carcinoma","X-2082","LGH447","TRUE"
"X.2082.LL71","X.2082.LL71","NSCLC","Non-small Cell Lung Carcinoma","X-2082","LLM871","TRUE"
"X.2082.pael","X.2082.pael","NSCLC","Non-small Cell Lung Carcinoma","X-2082","paclitaxel","TRUE"
"X.2082.uned","X.2082.uned","NSCLC","Non-small Cell Lung Carcinoma","X-2082","untreated","TRUE"
"X.2088.BG98","X.2088.BG98","NSCLC","Non-small Cell Lung Carcinoma","X-2088","BGJ398","TRUE"
"X.2088.biib","X.2088.biib","NSCLC","Non-small Cell Lung Carcinoma","X-2088","binimetinib","TRUE"
"X.2088.BK20","X.2088.BK20","NSCLC","Non-small Cell Lung Carcinoma","X-2088","BKM120","TRUE"
"X.2088.BK20.biib","X.2088.BK20.biib","NSCLC","Non-small Cell Lung Carcinoma","X-2088","BKM120 + binimetinib","TRUE"
"X.2088.BY19","X.2088.BY19","NSCLC","Non-small Cell Lung Carcinoma","X-2088","BYL719","TRUE"
"X.2088.BY19.LG47","X.2088.BY19.LG47","NSCLC","Non-small Cell Lung Carcinoma","X-2088","BYL719 + LGH447","TRUE"
"X.2088.BY19.LJ16","X.2088.BY19.LJ16","NSCLC","Non-small Cell Lung Carcinoma","X-2088","BYL719 + LJM716","TRUE"
"X.2088.ceab","X.2088.ceab","NSCLC","Non-small Cell Lung Carcinoma","X-2088","cetuximab","TRUE"
"X.2088.CG97","X.2088.CG97","NSCLC","Non-small Cell Lung Carcinoma","X-2088","CGM097","TRUE"
"X.2088.CK20","X.2088.CK20","NSCLC","Non-small Cell Lung Carcinoma","X-2088","CKX620","TRUE"
"X.2088.CL57","X.2088.CL57","NSCLC","Non-small Cell Lung Carcinoma","X-2088","CLR457","TRUE"
"X.2088.erib","X.2088.erib","NSCLC","Non-small Cell Lung Carcinoma","X-2088","erlotinib","TRUE"
"X.2088.HD01","X.2088.HD01","NSCLC","Non-small Cell Lung Carcinoma","X-2088","HDM201","TRUE"
"X.2088.HS90","X.2088.HS90","NSCLC","Non-small Cell Lung Carcinoma","X-2088","HSP990","TRUE"
"X.2088.IN80","X.2088.IN80","NSCLC","Non-small Cell Lung Carcinoma","X-2088","INC280","TRUE"
"X.2088.LC61.pael","X.2088.LC61.pael","NSCLC","Non-small Cell Lung Carcinoma","X-2088","LCL161 + paclitaxel","TRUE"
"X.2088.LE11","X.2088.LE11","NSCLC","Non-small Cell Lung Carcinoma","X-2088","LEE011","TRUE"
"X.2088.LF27.biib","X.2088.LF27.biib","NSCLC","Non-small Cell Lung Carcinoma","X-2088","LFW527 + binimetinib","TRUE"
"X.2088.LG47","X.2088.LG47","NSCLC","Non-small Cell Lung Carcinoma","X-2088","LGH447","TRUE"
"X.2088.LL71","X.2088.LL71","NSCLC","Non-small Cell Lung Carcinoma","X-2088","LLM871","TRUE"
"X.2088.uned","X.2088.uned","NSCLC","Non-small Cell Lung Carcinoma","X-2088","untreated","TRUE"
"X.2094.BG98","X.2094.BG98","NSCLC","Non-small Cell Lung Carcinoma","X-2094","BGJ398","TRUE"
"X.2094.biib","X.2094.biib","NSCLC","Non-small Cell Lung Carcinoma","X-2094","binimetinib","TRUE"
"X.2094.BK20","X.2094.BK20","NSCLC","Non-small Cell Lung Carcinoma","X-2094","BKM120","TRUE"
"X.2094.BK20.biib","X.2094.BK20.biib","NSCLC","Non-small Cell Lung Carcinoma","X-2094","BKM120 + binimetinib","TRUE"
"X.2094.BY19","X.2094.BY19","NSCLC","Non-small Cell Lung Carcinoma","X-2094","BYL719","TRUE"
"X.2094.BY19.LG47","X.2094.BY19.LG47","NSCLC","Non-small Cell Lung Carcinoma","X-2094","BYL719 + LGH447","TRUE"
"X.2094.BY19.LJ16","X.2094.BY19.LJ16","NSCLC","Non-small Cell Lung Carcinoma","X-2094","BYL719 + LJM716","TRUE"
"X.2094.ceab","X.2094.ceab","NSCLC","Non-small Cell Lung Carcinoma","X-2094","cetuximab","TRUE"
"X.2094.CG97","X.2094.CG97","NSCLC","Non-small Cell Lung Carcinoma","X-2094","CGM097","TRUE"
"X.2094.CK20","X.2094.CK20","NSCLC","Non-small Cell Lung Carcinoma","X-2094","CKX620","TRUE"
"X.2094.CL57","X.2094.CL57","NSCLC","Non-small Cell Lung Carcinoma","X-2094","CLR457","TRUE"
"X.2094.erib","X.2094.erib","NSCLC","Non-small Cell Lung Carcinoma","X-2094","erlotinib","TRUE"
"X.2094.HD01","X.2094.HD01","NSCLC","Non-small Cell Lung Carcinoma","X-2094","HDM201","TRUE"
"X.2094.HS90","X.2094.HS90","NSCLC","Non-small Cell Lung Carcinoma","X-2094","HSP990","TRUE"
"X.2094.IN80","X.2094.IN80","NSCLC","Non-small Cell Lung Carcinoma","X-2094","INC280","TRUE"
"X.2094.LC61.pael","X.2094.LC61.pael","NSCLC","Non-small Cell Lung Carcinoma","X-2094","LCL161 + paclitaxel","TRUE"
"X.2094.LE11","X.2094.LE11","NSCLC","Non-small Cell Lung Carcinoma","X-2094","LEE011","TRUE"
"X.2094.LF27.biib","X.2094.LF27.biib","NSCLC","Non-small Cell Lung Carcinoma","X-2094","LFW527 + binimetinib","TRUE"
"X.2094.LG47","X.2094.LG47","NSCLC","Non-small Cell Lung Carcinoma","X-2094","LGH447","TRUE"
"X.2094.LL71","X.2094.LL71","NSCLC","Non-small Cell Lung Carcinoma","X-2094","LLM871","TRUE"
"X.2094.pael","X.2094.pael","NSCLC","Non-small Cell Lung Carcinoma","X-2094","paclitaxel","TRUE"
"X.2094.uned","X.2094.uned","NSCLC","Non-small Cell Lung Carcinoma","X-2094","untreated","TRUE"
"X.21617.LF27.biib","X.21617.LF27.biib","NSCLC","Non-small Cell Lung Carcinoma","X-21617","LFW527 + binimetinib","TRUE"
"X.3029.BG98","X.3029.BG98","NSCLC","Non-small Cell Lung Carcinoma","X-3029","BGJ398","TRUE"
"X.3029.biib","X.3029.biib","NSCLC","Non-small Cell Lung Carcinoma","X-3029","binimetinib","TRUE"
"X.3029.BK20","X.3029.BK20","NSCLC","Non-small Cell Lung Carcinoma","X-3029","BKM120","TRUE"
"X.3029.BK20.biib","X.3029.BK20.biib","NSCLC","Non-small Cell Lung Carcinoma","X-3029","BKM120 + binimetinib","TRUE"
"X.3029.BY19","X.3029.BY19","NSCLC","Non-small Cell Lung Carcinoma","X-3029","BYL719","TRUE"
"X.3029.BY19.LG47","X.3029.BY19.LG47","NSCLC","Non-small Cell Lung Carcinoma","X-3029","BYL719 + LGH447","TRUE"
"X.3029.BY19.LJ16","X.3029.BY19.LJ16","NSCLC","Non-small Cell Lung Carcinoma","X-3029","BYL719 + LJM716","TRUE"
"X.3029.ceab","X.3029.ceab","NSCLC","Non-small Cell Lung Carcinoma","X-3029","cetuximab","TRUE"
"X.3029.CG97","X.3029.CG97","NSCLC","Non-small Cell Lung Carcinoma","X-3029","CGM097","TRUE"
"X.3029.CK20","X.3029.CK20","NSCLC","Non-small Cell Lung Carcinoma","X-3029","CKX620","TRUE"
"X.3029.CL57","X.3029.CL57","NSCLC","Non-small Cell Lung Carcinoma","X-3029","CLR457","TRUE"
"X.3029.erib","X.3029.erib","NSCLC","Non-small Cell Lung Carcinoma","X-3029","erlotinib","TRUE"
"X.3029.HD01","X.3029.HD01","NSCLC","Non-small Cell Lung Carcinoma","X-3029","HDM201","TRUE"
"X.3029.HS90","X.3029.HS90","NSCLC","Non-small Cell Lung Carcinoma","X-3029","HSP990","TRUE"
"X.3029.IN80","X.3029.IN80","NSCLC","Non-small Cell Lung Carcinoma","X-3029","INC280","TRUE"
"X.3029.LC61.pael","X.3029.LC61.pael","NSCLC","Non-small Cell Lung Carcinoma","X-3029","LCL161 + paclitaxel","TRUE"
"X.3029.LE11","X.3029.LE11","NSCLC","Non-small Cell Lung Carcinoma","X-3029","LEE011","TRUE"
"X.3029.LG47","X.3029.LG47","NSCLC","Non-small Cell Lung Carcinoma","X-3029","LGH447","TRUE"
"X.3029.LL71","X.3029.LL71","NSCLC","Non-small Cell Lung Carcinoma","X-3029","LLM871","TRUE"
"X.3029.pael","X.3029.pael","NSCLC","Non-small Cell Lung Carcinoma","X-3029","paclitaxel","TRUE"
"X.3029.uned","X.3029.uned","NSCLC","Non-small Cell Lung Carcinoma","X-3029","untreated","TRUE"
"X.3237.BG98","X.3237.BG98","NSCLC","Non-small Cell Lung Carcinoma","X-3237","BGJ398","TRUE"
"X.3237.biib","X.3237.biib","NSCLC","Non-small Cell Lung Carcinoma","X-3237","binimetinib","TRUE"
"X.3237.BK20","X.3237.BK20","NSCLC","Non-small Cell Lung Carcinoma","X-3237","BKM120","TRUE"
"X.3237.BK20.biib","X.3237.BK20.biib","NSCLC","Non-small Cell Lung Carcinoma","X-3237","BKM120 + binimetinib","TRUE"
"X.3237.BY19","X.3237.BY19","NSCLC","Non-small Cell Lung Carcinoma","X-3237","BYL719","TRUE"
"X.3237.BY19.LG47","X.3237.BY19.LG47","NSCLC","Non-small Cell Lung Carcinoma","X-3237","BYL719 + LGH447","TRUE"
"X.3237.BY19.LJ16","X.3237.BY19.LJ16","NSCLC","Non-small Cell Lung Carcinoma","X-3237","BYL719 + LJM716","TRUE"
"X.3237.ceab","X.3237.ceab","NSCLC","Non-small Cell Lung Carcinoma","X-3237","cetuximab","TRUE"
"X.3237.CG97","X.3237.CG97","NSCLC","Non-small Cell Lung Carcinoma","X-3237","CGM097","TRUE"
"X.3237.CK20","X.3237.CK20","NSCLC","Non-small Cell Lung Carcinoma","X-3237","CKX620","TRUE"
"X.3237.CL57","X.3237.CL57","NSCLC","Non-small Cell Lung Carcinoma","X-3237","CLR457","TRUE"
"X.3237.erib","X.3237.erib","NSCLC","Non-small Cell Lung Carcinoma","X-3237","erlotinib","TRUE"
"X.3237.HD01","X.3237.HD01","NSCLC","Non-small Cell Lung Carcinoma","X-3237","HDM201","TRUE"
"X.3237.HS90","X.3237.HS90","NSCLC","Non-small Cell Lung Carcinoma","X-3237","HSP990","TRUE"
"X.3237.IN80","X.3237.IN80","NSCLC","Non-small Cell Lung Carcinoma","X-3237","INC280","TRUE"
"X.3237.LC61.pael","X.3237.LC61.pael","NSCLC","Non-small Cell Lung Carcinoma","X-3237","LCL161 + paclitaxel","TRUE"
"X.3237.LE11","X.3237.LE11","NSCLC","Non-small Cell Lung Carcinoma","X-3237","LEE011","TRUE"
"X.3237.LF27.biib","X.3237.LF27.biib","NSCLC","Non-small Cell Lung Carcinoma","X-3237","LFW527 + binimetinib","TRUE"
"X.3237.LG47","X.3237.LG47","NSCLC","Non-small Cell Lung Carcinoma","X-3237","LGH447","TRUE"
"X.3237.LL71","X.3237.LL71","NSCLC","Non-small Cell Lung Carcinoma","X-3237","LLM871","TRUE"
"X.3237.pael","X.3237.pael","NSCLC","Non-small Cell Lung Carcinoma","X-3237","paclitaxel","TRUE"
"X.3237.uned","X.3237.uned","NSCLC","Non-small Cell Lung Carcinoma","X-3237","untreated","TRUE"
"X.3843.BG98","X.3843.BG98","NSCLC","Non-small Cell Lung Carcinoma","X-3843","BGJ398","TRUE"
"X.3843.biib","X.3843.biib","NSCLC","Non-small Cell Lung Carcinoma","X-3843","binimetinib","TRUE"
"X.3843.BK20","X.3843.BK20","NSCLC","Non-small Cell Lung Carcinoma","X-3843","BKM120","TRUE"
"X.3843.BK20.biib","X.3843.BK20.biib","NSCLC","Non-small Cell Lung Carcinoma","X-3843","BKM120 + binimetinib","TRUE"
"X.3843.BY19","X.3843.BY19","NSCLC","Non-small Cell Lung Carcinoma","X-3843","BYL719","TRUE"
"X.3843.BY19.LG47","X.3843.BY19.LG47","NSCLC","Non-small Cell Lung Carcinoma","X-3843","BYL719 + LGH447","TRUE"
"X.3843.BY19.LJ16","X.3843.BY19.LJ16","NSCLC","Non-small Cell Lung Carcinoma","X-3843","BYL719 + LJM716","TRUE"
"X.3843.ceab","X.3843.ceab","NSCLC","Non-small Cell Lung Carcinoma","X-3843","cetuximab","TRUE"
"X.3843.CG97","X.3843.CG97","NSCLC","Non-small Cell Lung Carcinoma","X-3843","CGM097","TRUE"
"X.3843.CK20","X.3843.CK20","NSCLC","Non-small Cell Lung Carcinoma","X-3843","CKX620","TRUE"
"X.3843.CL57","X.3843.CL57","NSCLC","Non-small Cell Lung Carcinoma","X-3843","CLR457","TRUE"
"X.3843.erib","X.3843.erib","NSCLC","Non-small Cell Lung Carcinoma","X-3843","erlotinib","TRUE"
"X.3843.HD01","X.3843.HD01","NSCLC","Non-small Cell Lung Carcinoma","X-3843","HDM201","TRUE"
"X.3843.HS90","X.3843.HS90","NSCLC","Non-small Cell Lung Carcinoma","X-3843","HSP990","TRUE"
"X.3843.IN80","X.3843.IN80","NSCLC","Non-small Cell Lung Carcinoma","X-3843","INC280","TRUE"
"X.3843.LC61.pael","X.3843.LC61.pael","NSCLC","Non-small Cell Lung Carcinoma","X-3843","LCL161 + paclitaxel","TRUE"
"X.3843.LE11","X.3843.LE11","NSCLC","Non-small Cell Lung Carcinoma","X-3843","LEE011","TRUE"
"X.3843.LF27.biib","X.3843.LF27.biib","NSCLC","Non-small Cell Lung Carcinoma","X-3843","LFW527 + binimetinib","TRUE"
"X.3843.LG47","X.3843.LG47","NSCLC","Non-small Cell Lung Carcinoma","X-3843","LGH447","TRUE"
"X.3843.LL71","X.3843.LL71","NSCLC","Non-small Cell Lung Carcinoma","X-3843","LLM871","TRUE"
"X.3843.pael","X.3843.pael","NSCLC","Non-small Cell Lung Carcinoma","X-3843","paclitaxel","TRUE"
"X.3843.uned","X.3843.uned","NSCLC","Non-small Cell Lung Carcinoma","X-3843","untreated","TRUE"
"X.4819.BG98","X.4819.BG98","NSCLC","Non-small Cell Lung Carcinoma","X-4819","BGJ398","TRUE"
"X.4819.biib","X.4819.biib","NSCLC","Non-small Cell Lung Carcinoma","X-4819","binimetinib","TRUE"
"X.4819.BK20","X.4819.BK20","NSCLC","Non-small Cell Lung Carcinoma","X-4819","BKM120","TRUE"
"X.4819.BK20.biib","X.4819.BK20.biib","NSCLC","Non-small Cell Lung Carcinoma","X-4819","BKM120 + binimetinib","TRUE"
"X.4819.BY19","X.4819.BY19","NSCLC","Non-small Cell Lung Carcinoma","X-4819","BYL719","TRUE"
"X.4819.BY19.LG47","X.4819.BY19.LG47","NSCLC","Non-small Cell Lung Carcinoma","X-4819","BYL719 + LGH447","TRUE"
"X.4819.BY19.LJ16","X.4819.BY19.LJ16","NSCLC","Non-small Cell Lung Carcinoma","X-4819","BYL719 + LJM716","TRUE"
"X.4819.ceab","X.4819.ceab","NSCLC","Non-small Cell Lung Carcinoma","X-4819","cetuximab","TRUE"
"X.4819.CG97","X.4819.CG97","NSCLC","Non-small Cell Lung Carcinoma","X-4819","CGM097","TRUE"
"X.4819.CK20","X.4819.CK20","NSCLC","Non-small Cell Lung Carcinoma","X-4819","CKX620","TRUE"
"X.4819.CL57","X.4819.CL57","NSCLC","Non-small Cell Lung Carcinoma","X-4819","CLR457","TRUE"
"X.4819.erib","X.4819.erib","NSCLC","Non-small Cell Lung Carcinoma","X-4819","erlotinib","TRUE"
"X.4819.HD01","X.4819.HD01","NSCLC","Non-small Cell Lung Carcinoma","X-4819","HDM201","TRUE"
"X.4819.HS90","X.4819.HS90","NSCLC","Non-small Cell Lung Carcinoma","X-4819","HSP990","TRUE"
"X.4819.IN80","X.4819.IN80","NSCLC","Non-small Cell Lung Carcinoma","X-4819","INC280","TRUE"
"X.4819.LC61.pael","X.4819.LC61.pael","NSCLC","Non-small Cell Lung Carcinoma","X-4819","LCL161 + paclitaxel","TRUE"
"X.4819.LE11","X.4819.LE11","NSCLC","Non-small Cell Lung Carcinoma","X-4819","LEE011","TRUE"
"X.4819.LF27.biib","X.4819.LF27.biib","NSCLC","Non-small Cell Lung Carcinoma","X-4819","LFW527 + binimetinib","TRUE"
"X.4819.LG47","X.4819.LG47","NSCLC","Non-small Cell Lung Carcinoma","X-4819","LGH447","TRUE"
"X.4819.LL71","X.4819.LL71","NSCLC","Non-small Cell Lung Carcinoma","X-4819","LLM871","TRUE"
"X.4819.pael","X.4819.pael","NSCLC","Non-small Cell Lung Carcinoma","X-4819","paclitaxel","TRUE"
"X.4819.uned","X.4819.uned","NSCLC","Non-small Cell Lung Carcinoma","X-4819","untreated","TRUE"
"X.5267.LF27.biib","X.5267.LF27.biib","NSCLC","Non-small Cell Lung Carcinoma","X-5267","LFW527 + binimetinib","TRUE"
"11016","X.1189.LFW527 + binimetinib","NSCLC","","X-1189","LFW527 + binimetinib","FALSE"
"11104","X.1442.LFW527 + binimetinib","NSCLC","","X-1442","LFW527 + binimetinib","FALSE"
"12104","X.1683.LFW527 + binimetinib","NSCLC","","X-1683","LFW527 + binimetinib","FALSE"
"13103","X.1795.BGJ398","NSCLC","","X-1795","BGJ398","FALSE"
"14103","X.1795.binimetinib","NSCLC","","X-1795","binimetinib","FALSE"
"15103","X.1795.BKM120","NSCLC","","X-1795","BKM120","FALSE"
"16103","X.1795.BKM120 + binimetinib","NSCLC","","X-1795","BKM120 + binimetinib","FALSE"
"17103","X.1795.BYL719","NSCLC","","X-1795","BYL719","FALSE"
"18103","X.1795.BYL719 + LGH447","NSCLC","","X-1795","BYL719 + LGH447","FALSE"
"19103","X.1795.BYL719 + LJM716","NSCLC","","X-1795","BYL719 + LJM716","FALSE"
"11017","X.1795.cetuximab","NSCLC","","X-1795","cetuximab","FALSE"
"11114","X.1795.CGM097","NSCLC","","X-1795","CGM097","FALSE"
"11214","X.1795.CKX620","NSCLC","","X-1795","CKX620","FALSE"
"11314","X.1795.CLR457","NSCLC","","X-1795","CLR457","FALSE"
"11414","X.1795.erlotinib","NSCLC","","X-1795","erlotinib","FALSE"
"11514","X.1795.HDM201","NSCLC","","X-1795","HDM201","FALSE"
"11614","X.1795.HSP990","NSCLC","","X-1795","HSP990","FALSE"
"11714","X.1795.INC280","NSCLC","","X-1795","INC280","FALSE"
"11814","X.1795.LCL161 + paclitaxel","NSCLC","","X-1795","LCL161 + paclitaxel","FALSE"
"11914","X.1795.LEE011","NSCLC","","X-1795","LEE011","FALSE"
"12014","X.1795.LGH447","NSCLC","","X-1795","LGH447","FALSE"
"12114","X.1795.LLM871","NSCLC","","X-1795","LLM871","FALSE"
"12214","X.1795.paclitaxel","NSCLC","","X-1795","paclitaxel","FALSE"
"12314","X.1795.untreated","NSCLC","","X-1795","untreated","FALSE"
"12414","X.1870.INC280","NSCLC","","X-1870","INC280","FALSE"
"12514","X.1979.BGJ398","NSCLC","","X-1979","BGJ398","FALSE"
"12614","X.1979.binimetinib","NSCLC","","X-1979","binimetinib","FALSE"
"12714","X.1979.BKM120","NSCLC","","X-1979","BKM120","FALSE"
"12813","X.1979.BKM120 + binimetinib","NSCLC","","X-1979","BKM120 + binimetinib","FALSE"
"12913","X.1979.BYL719","NSCLC","","X-1979","BYL719","FALSE"
"13013","X.1979.BYL719 + LGH447","NSCLC","","X-1979","BYL719 + LGH447","FALSE"
"13113","X.1979.BYL719 + LJM716","NSCLC","","X-1979","BYL719 + LJM716","FALSE"
"13213","X.1979.cetuximab","NSCLC","","X-1979","cetuximab","FALSE"
"13313","X.1979.CGM097","NSCLC","","X-1979","CGM097","FALSE"
"13413","X.1979.CKX620","NSCLC","","X-1979","CKX620","FALSE"
"13513","X.1979.CLR457","NSCLC","","X-1979","CLR457","FALSE"
"13613","X.1979.erlotinib","NSCLC","","X-1979","erlotinib","FALSE"
"13713","X.1979.HDM201","NSCLC","","X-1979","HDM201","FALSE"
"13813","X.1979.HSP990","NSCLC","","X-1979","HSP990","FALSE"
"13913","X.1979.INC280","NSCLC","","X-1979","INC280","FALSE"
"14013","X.1979.LCL161 + paclitaxel","NSCLC","","X-1979","LCL161 + paclitaxel","FALSE"
"14113","X.1979.LEE011","NSCLC","","X-1979","LEE011","FALSE"
"14213","X.1979.LGH447","NSCLC","","X-1979","LGH447","FALSE"
"14313","X.1979.LLM871","NSCLC","","X-1979","LLM871","FALSE"
"14413","X.1979.paclitaxel","NSCLC","","X-1979","paclitaxel","FALSE"
"14513","X.1979.untreated","NSCLC","","X-1979","untreated","FALSE"
"14613","X.20508.BGJ398","NSCLC","","X-20508","BGJ398","FALSE"
"14713","X.20508.binimetinib","NSCLC","","X-20508","binimetinib","FALSE"
"14813","X.20508.BKM120","NSCLC","","X-20508","BKM120","FALSE"
"14913","X.20508.BKM120 + binimetinib","NSCLC","","X-20508","BKM120 + binimetinib","FALSE"
"15013","X.20508.BYL719","NSCLC","","X-20508","BYL719","FALSE"
"15113","X.20508.BYL719 + LGH447","NSCLC","","X-20508","BYL719 + LGH447","FALSE"
"15213","X.20508.BYL719 + LJM716","NSCLC","","X-20508","BYL719 + LJM716","FALSE"
"15313","X.20508.cetuximab","NSCLC","","X-20508","cetuximab","FALSE"
"15413","X.20508.CGM097","NSCLC","","X-20508","CGM097","FALSE"
"15513","X.20508.CKX620","NSCLC","","X-20508","CKX620","FALSE"
"15613","X.20508.CLR457","NSCLC","","X-20508","CLR457","FALSE"
"15713","X.20508.erlotinib","NSCLC","","X-20508","erlotinib","FALSE"
"15813","X.20508.HDM201","NSCLC","","X-20508","HDM201","FALSE"
"15913","X.20508.HSP990","NSCLC","","X-20508","HSP990","FALSE"
"16013","X.20508.INC280","NSCLC","","X-20508","INC280","FALSE"
"16113","X.20508.LCL161 + paclitaxel","NSCLC","","X-20508","LCL161 + paclitaxel","FALSE"
"16213","X.20508.LEE011","NSCLC","","X-20508","LEE011","FALSE"
"16313","X.20508.LGH447","NSCLC","","X-20508","LGH447","FALSE"
"16413","X.20508.LLM871","NSCLC","","X-20508","LLM871","FALSE"
"16513","X.20508.paclitaxel","NSCLC","","X-20508","paclitaxel","FALSE"
"16613","X.20508.untreated","NSCLC","","X-20508","untreated","FALSE"
"16713","X.20689.BGJ398","NSCLC","","X-20689","BGJ398","FALSE"
"16813","X.20689.binimetinib","NSCLC","","X-20689","binimetinib","FALSE"
"16913","X.20689.BKM120","NSCLC","","X-20689","BKM120","FALSE"
"17013","X.20689.BKM120 + binimetinib","NSCLC","","X-20689","BKM120 + binimetinib","FALSE"
"17113","X.20689.BYL719","NSCLC","","X-20689","BYL719","FALSE"
"17213","X.20689.BYL719 + LGH447","NSCLC","","X-20689","BYL719 + LGH447","FALSE"
"17313","X.20689.BYL719 + LJM716","NSCLC","","X-20689","BYL719 + LJM716","FALSE"
"17413","X.20689.cetuximab","NSCLC","","X-20689","cetuximab","FALSE"
"17513","X.20689.CGM097","NSCLC","","X-20689","CGM097","FALSE"
"17613","X.20689.CKX620","NSCLC","","X-20689","CKX620","FALSE"
"17713","X.20689.CLR457","NSCLC","","X-20689","CLR457","FALSE"
"17813","X.20689.erlotinib","NSCLC","","X-20689","erlotinib","FALSE"
"17913","X.20689.HDM201","NSCLC","","X-20689","HDM201","FALSE"
"18013","X.20689.HSP990","NSCLC","","X-20689","HSP990","FALSE"
"18113","X.20689.INC280","NSCLC","","X-20689","INC280","FALSE"
"18213","X.20689.LCL161 + paclitaxel","NSCLC","","X-20689","LCL161 + paclitaxel","FALSE"
"18313","X.20689.LEE011","NSCLC","","X-20689","LEE011","FALSE"
"18413","X.20689.LGH447","NSCLC","","X-20689","LGH447","FALSE"
"18513","X.20689.LLM871","NSCLC","","X-20689","LLM871","FALSE"
"18613","X.20689.paclitaxel","NSCLC","","X-20689","paclitaxel","FALSE"
"18713","X.20689.untreated","NSCLC","","X-20689","untreated","FALSE"
"18813","X.20810.BGJ398","NSCLC","","X-20810","BGJ398","FALSE"
"18913","X.20810.binimetinib","NSCLC","","X-20810","binimetinib","FALSE"
"19013","X.20810.BKM120","NSCLC","","X-20810","BKM120","FALSE"
"19113","X.20810.BKM120 + binimetinib","NSCLC","","X-20810","BKM120 + binimetinib","FALSE"
"19213","X.20810.BYL719","NSCLC","","X-20810","BYL719","FALSE"
"19313","X.20810.BYL719 + LGH447","NSCLC","","X-20810","BYL719 + LGH447","FALSE"
"19413","X.20810.BYL719 + LJM716","NSCLC","","X-20810","BYL719 + LJM716","FALSE"
"19513","X.20810.cetuximab","NSCLC","","X-20810","cetuximab","FALSE"
"19613","X.20810.CGM097","NSCLC","","X-20810","CGM097","FALSE"
"19712","X.20810.CKX620","NSCLC","","X-20810","CKX620","FALSE"
"19812","X.20810.CLR457","NSCLC","","X-20810","CLR457","FALSE"
"19912","X.20810.erlotinib","NSCLC","","X-20810","erlotinib","FALSE"
"110011","X.20810.HDM201","NSCLC","","X-20810","HDM201","FALSE"
"11018","X.20810.HSP990","NSCLC","","X-20810","HSP990","FALSE"
"11022","X.20810.INC280","NSCLC","","X-20810","INC280","FALSE"
"11032","X.20810.LCL161 + paclitaxel","NSCLC","","X-20810","LCL161 + paclitaxel","FALSE"
"11042","X.20810.LEE011","NSCLC","","X-20810","LEE011","FALSE"
"11052","X.20810.LGH447","NSCLC","","X-20810","LGH447","FALSE"
"11062","X.20810.LLM871","NSCLC","","X-20810","LLM871","FALSE"
"11072","X.20810.paclitaxel","NSCLC","","X-20810","paclitaxel","FALSE"
"11082","X.20810.untreated","NSCLC","","X-20810","untreated","FALSE"
"11092","X.2088.paclitaxel","NSCLC","","X-2088","paclitaxel","FALSE"
"11105","X.21617.BGJ398","NSCLC","","X-21617","BGJ398","FALSE"
"11115","X.21617.binimetinib","NSCLC","","X-21617","binimetinib","FALSE"
"11122","X.21617.BKM120","NSCLC","","X-21617","BKM120","FALSE"
"11132","X.21617.BKM120 + binimetinib","NSCLC","","X-21617","BKM120 + binimetinib","FALSE"
"11142","X.21617.BYL719","NSCLC","","X-21617","BYL719","FALSE"
"11152","X.21617.BYL719 + LGH447","NSCLC","","X-21617","BYL719 + LGH447","FALSE"
"11162","X.21617.BYL719 + LJM716","NSCLC","","X-21617","BYL719 + LJM716","FALSE"
"11172","X.21617.cetuximab","NSCLC","","X-21617","cetuximab","FALSE"
"11182","X.21617.CGM097","NSCLC","","X-21617","CGM097","FALSE"
"11192","X.21617.CKX620","NSCLC","","X-21617","CKX620","FALSE"
"11202","X.21617.CLR457","NSCLC","","X-21617","CLR457","FALSE"
"11215","X.21617.erlotinib","NSCLC","","X-21617","erlotinib","FALSE"
